asin,reviewText,summary,size,color,image_urls,overall
B014IBJKNO,I recommend that!,Five Stars, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.", 13 M US, Cool Grey/Team Orange/White/Metallic Platinum,,5
B014IBJKNO,I love this shoes they are so comfortable,Five Stars, 7 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,I absolutely LOVE these shoes, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Perfect fit!,Five Stars, 8.5 M US, Green Glow/Seaweed - Hasta - White,,5
B014IBJKNO,My favorite cross trainers!,Comfortable, 5 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,Love them fit perfect,Five Stars, 8 M US, Blue Tint/Green Glow/Hasta/White,,5
B014IBJKNO,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Love them!, 9 M US, Blue Tint/Green Glow/Hasta/White,,5
B014IBJKNO,"I wear these everyday to work, the gym, etc.",Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Love these shoes! Great fit, very light weight.",Five Stars, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!, 6 M US, Blue Tint/Green Glow/Hasta/White,,5
B014IBJKNO,Love these shoes!,Very confortable!, 10 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Comfortable,Five Stars, 10.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Fit fine...did not like color in person,Three Stars, 8.5 M US, Blue Tint/Green Glow/Hasta/White,,3
B014IBJKNO,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit, 9 M US, Blue Tint/Green Glow/Hasta/White,,3
B014IBJKNO,Really great for walking I'm very glad I got these and the color is fun,Five Stars, 8.5 M US, Green Glow/Seaweed - Hasta - White,,5
B014IBJKNO,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars, 8 M US, Grey,,5
B014IBJKNO,ok but too big,Three Stars, 12 M US, Cool Grey/Volt/Pure Platinum,,3
B014IBJKNO,Love these shoes.. they are so comfortable.,Five Stars, 9.5 M US, Pure Platinum/Blue Glow/Wolf Grey,,5
B014IBJKNO,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting, 9 M US, Blue Tint/Green Glow/Hasta/White,,3
B014IBJKNO,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable, 9.5 M US, Black/White/Anthracite/Stealth,https://images-na.ssl-images-amazon.com/images/I/71MxdEmUNpL._SY88.jpg,5
B014IBJKNO,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ..., 7 M US, Blue Tint/Green Glow/Hasta/White,,5
B014IBJKNO,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!, 6 M US, black,,5
B014IBJKNO,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars, 8 M US, Blue Tint/Green Glow/Hasta/White,,3
B014IBJKNO,Nice,Three Stars, 7 M US, Wolf Grey/Black-pink Blast/White,,3
B014IBJKNO,Gracias,Five Stars, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,,Five Stars, 11 B(M) US, Wolf Grey/Black-pink Blast/White,https://images-na.ssl-images-amazon.com/images/I/61ifu-JvzQL._SY88.jpg,5
B014IBJKNO,Great arch support and comfortable.,Great cross trainer, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow, 8.5 M US, Wolf Grey/Black-pink Blast/White,,4
B014IBJKNO,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,My daughter loves these shoes. Fit true to size.,Great looking shoe, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes., 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10", 8.5 M US, Wolf Grey/Black-pink Blast/White,,3
B014IBJKNO,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ..., 9 M US, Blue Tint/Green Glow/Hasta/White,"https://images-na.ssl-images-amazon.com/images/I/61nv8h45pHL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/71mOYBlBnAL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/619NiK+tIRL._SY88.jpg",5
B014IBJKNO,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,I love them! They fit perfect and are very comfortable!!,Five Stars, 6.5 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Love the color!,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer", 8 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B014IBJKNO,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,They looked very cheap,Returned...looked cheap, 9.5 M US, Wolf Grey/Platinum/White/Crimson,,1
B014IBJKNO,The fit is as expected,Fits to size, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ..., 11 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Comfortable, consistent each time I order and good looking",Sleek and sporty, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!, 8.5 M US, Blue Tint/Green Glow/Hasta/White,https://images-na.ssl-images-amazon.com/images/I/81RTR7fHytL._SY88.jpg,5
B014IBJKNO,I always order a 1/2 size up in workout shoes.,Lightweight, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles, 8.5 M US, Black/White/Anthracite/Stealth,,1
B014IBJKNO,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,2
B014IBJKNO,Exactly what I expected! Comfortable and chic,Comfortable and, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,They were a gift  to my daughter she loved them,Their Cute and Pink, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,https://images-na.ssl-images-amazon.com/images/I/71Q1TDIUL6L._SY88.jpg,5
B014IBJKNO,Love these comfy shoes. they fit like a glove.,Five Stars, 8.5 M US, Blue Tint/Green Glow/Hasta/White,,5
B014IBJKNO,Very confortable.,Smooth and confortable., 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,i love these shoes.,Five Stars, 8 M US, Energy/Mtlc Silver/Black,,5
B014IBJKNO,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting, 8.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,daughter loves them,Five Stars, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes, 6.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes, 9.5 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,Wife loves them!,Five Stars, 7.5 M US, Cool Grey/Volt/Pure Platinum,,5
B014IBJKNO,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars, 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,Artculo equivocado en color,One Star, 6 M US, Racer Blue/Obsidian/Blue Tint,https://images-na.ssl-images-amazon.com/images/I/81-b35fKqUL._SY88.jpg,1
B014IBJKNO,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ..., 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"On the left shoe, there were two stained yellow spots.",Not in perfect condition, 9.5 M US, Blue Tint/Green Glow/Hasta/White,,3
B014IBJKNO,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting", 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!", 6 M US, Pure Platinum/Blue Glow/Wolf Grey,,5
B014IBJKNO,I Love it. It is very light and the color is great.,Five Stars, 8.5 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ..., 8.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes, 8 M US, Energy/Mtlc Silver/Black,https://images-na.ssl-images-amazon.com/images/I/716r65w8StL._SY88.jpg,5
B014IBJKNO,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses, 11 M US, Cool Grey/Volt/Pure Platinum,,2
B014IBJKNO,She loves them,Five Stars, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8, 9 M US, Wolf Grey/Black-pink Blast/White,,3
B014IBJKNO,great,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,c,Five Stars, 6.5 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Love them!,Five Stars, 9 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug, 9 B(M) US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...", 6 M US, black,,3
B014IBJKNO,Perfect!,Five Stars, 9 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Perfect!,Five Stars, 9 M US, Energy/Mtlc Silver/Black,,5
B014IBJKNO,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!, 8 M US, Black/White/Anthracite/Stealth,,1
B014IBJKNO,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size, 9 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big, 8.5 M US, Ocean Fog/Blue Grey/Mango,,4
B014IBJKNO,Fit comfortable,Five Stars, 10 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Nice fit,Four Stars, 9 M US, Wolf Grey/Black-pink Blast/White,,4
B014IBJKNO,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...", 7 M US, Black/Green Glow-blue Glow-white,,2
B014IBJKNO,"They fit perfect, extremely comfortable",Five Stars, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,No arch support but l love the colors!,Three Stars, 9.5 M US, Black/Green Glow-blue Glow-white,,3
B014IBJKNO,Shoe was somewhat large,Size problem, 8.5 M US, Wolf Grey/Black-pink Blast/White,,4
B014IBJKNO,love them!,Five Stars, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend", 8 M US, Grey,,4
B014IBJKNO,Comfortable and light,Best birthday present, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ..., 10 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",I have pretty high arches and my calves always hurt at the ..., 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Great shoes,Five Stars, 8.5 M US, White/Metallic Silver/Black,,5
B014IBJKNO,These were exactly what I expected.,Five Stars, 8 M US, Black/Green Glow-blue Glow-white,,5
B014IBJKNO,Love love love,Five Stars, 8.5 M US, Green Glow/Seaweed - Hasta - White,,5
B014IBJKNO,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ..., 9 M US, Wolf Grey/Black-pink Blast/White,,3
B014IBJKNO,These shoes are awesome!!,Five Stars, 8 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far, 10.5 M US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes, 6 M US, Black,,5
B014IBJKNO,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,Absolutely love these shoes and color, 8 M US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Super comfy!,Five Stars, 9 M US, Black,,5
B014IBJKNO,Fit well.,Five Stars, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,The fit was perfect! I Highly recommend this shoe.,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer, 7.5 M US, Black,,5
B014IBJKNO,"Cute shoe, fit as expected, and very comfortable.",and very comfortable., 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected, 7.5 M US, Black/Green Glow-blue Glow-white,,5
B014IBJKNO,"Perfect fit, as always.",5 stars, 8 M US, Grey,,5
B014IBJKNO,"Great shoe, very comfortable",Five Stars, 8.5 M US, Plure Platinum/Blue Glow/Wolf Grey,,5
B014IBJKNO,Love these sneakers! Perfect fit and super light,Five Stars, 9 M US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove, 8.5 M US, Black/Green Glow-blue Glow-white,,5
B014IBJKNO,Fit true to size,Five Stars, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,Love the fit,Five Stars, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe., 8.5 M US, Black/Green Glow-blue Glow-white,,4
B014IBJKNO,Oops! I returned these because I ordered wrong size!,One Star, 10.5 M US, Black/White/Anthracite/Stealth,,1
B014IBJKNO,Extremely comfortable sneaker!,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Good looking shoe, Shoes, 8 M US, Black,,5
B014IBJKNO,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes, 9 M US, Pure Platinum/Blue Glow/Wolf Grey,,4
B014IBJKNO,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes, 7.5 M US, Cool Grey/Volt/Pure Platinum,,1
B014IBJKNO,Great! Super comfy and cute! No issues and fit perfect!,perfect, 10 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B014IBJKNO,Good shoes,Five Stars, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked, 10 M US, Black/Hyper Violet/Total Crimson/White,,3
B014IBJKNO,BEST sneakers I've ever purchased!!!!,Five Stars, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Excellent ...!!!,Five Stars, X-Large, Wolf Grey/Platinum/White/Crimson,,5
B014IBJKNO,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far, 8.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Right one is slightly tight.. hope it will stretch out.. !!,Four Stars, 10 M US, Black/White/Anthracite/Stealth,,4
B014IBJKNO,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same, 9 B(M) US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,So lightweight and awesome!,Five Stars, 11 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Luv them!!,Five Stars, 8.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B014IBJKNO,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK, 5 M US, Black/White/Anthracite/Stealth,,3
B014IBJKNO,My daughter loves them. Great fit!,Great fit!, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time, 8.5 M US, Black/Green Glow-blue Glow-white,,5
B014IBJKNO,"Fits good, very lightweight.",Four Stars, 7.5 M US, Wolf Grey/Platinum/White/Crimson,,4
B014IBJKNO,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking, 7 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,,Five Stars, 9.5 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Nice,Five Stars, 9 M US, Black,,5
B014IBJKNO,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts, 9 M US, Black/Hyper Violet/Total Crimson/White,,5
B014IBJKNO,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes, 8 M US, Black/White/Anthracite/Stealth,,5
B014IBJKNO,Love this product.  Great fit.,Five Stars, 9.5 M US, Cool Grey/Pure Platinum/White/Volt,,5
B014IBJKNO,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels, 8.5 M US, Wolf Grey/Black-pink Blast/White,,3
B014IBJKNO,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect, 10 M US, Racer Blue/Obsidian/Blue Tint,,5
B014IBJKNO,Love! Great price too.,Exactly what I wanted, 9.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B014IBJKNO,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes, 8 M US, Black/White/Anthracite/Stealth,,4
